2004,MAZDA,RX7 TURBO,RX7 TURBO
2004,MAZDA TRUCK/VAN,PICKUP SHORT BOX 4W,PICKUP SHORT BOX 4W
2004,MAZDA TRUCK/VAN,LONG BOX 4WD,LONG BOX 4RM
2004,MAZDA TRUCK/VAN,CAB PLUS 4WD,CAB PLUS 4RM
2004,MAZDA,MX6/LE/M ED/RS 2DR,MX6/LE/M ED/RS 2P
2004,MAZDA,323 GT,323 GT
2004,MAZDA,323 GTX,323 GTX
2004,MAZDA,626 TURBO 4WS,626 TURBO 4WS
2004,MAZDA,626GT TURBO/TOURING,626GT TURBO/TOURING
2004,MAZDA,RX7,RX7
2004,KIA,BESTA,BESTA
2004,MAZDA,MPV GS/GX/LX  2WD,MPV GS/GX/LX 2RM
2004,MAZDA,TRIBUTE DX,TRIBUTE DX
2004,MAZDA,MX5 MIATA,MX5 MIATA
2004,MAZDA,MX6 GT TURBO,MX6 GT TURBO
2004,MAZDA,MPV PASS. VAN 4WD,MPV PASS. VAN 4RM
2004,MAZDA,MX6 GT TURBO 4WS,MX6 GT TURBO 4WS
2004,MAZDA,323 DX PROTEGE 4WD,323 DX PROTEGE 4RM
2004,MAZDA,323 DX,323 DX
2004,MAZDA,323 LX,323 LX
2004,MAZDA,323 PROTEGE LX 4DR,323 PROTEGE LX 4P
2004,MAZDA,MX6 LX,MX6 LX
2004,MAZDA,MX3 PRECIDIA (RS),MX3 PRECIDIA (RS)
2004,MAZDA,MX3 PRECIDIA GS,MX3 PRECIDIA GS
2004,MAZDA,MX6 MYSTERE RS,MX6 MYSTERE RS
2004,ZENN,ZENN 2DR,ZENN 2P
2004,TOYOTA,CELICA COUPE,CELICA COUPE
2004,TOYOTA,COROLLA,COROLLA
2004,TOYOTA,COROLLA,COROLLA
2004,TOYOTA,COROLLA CANADIAN,COROLLA CANADIAN
2004,TOYOTA,COROLLA SPRINTER FA,COROLLA SPRINTER FA
2004,TOYOTA,COROLLA 1200 SEDAN,COROLLA 1200 SEDAN
2004,TOYOTA,COROLLA 1200,COROLLA 1200
2004,MAZDA,MPV ES/GFX 2WD,MPV ES/GFX 2RM
2004,MAZDA,NAVAJO LX 4WD,NAVAJO LX 4RM
2004,MAZDA,NAVAJO DX/LX 2WD,NAVAJO DX/LX 2RM
2004,TOYOTA,CORONA SEDAN,CORONA SEDAN
2004,TOYOTA,CORONA HARDTOP,CORONA HARDTOP
2004,TOYOTA,CORONA,CORONA
2004,TOYOTA,CORONA MK II SEDAN,CORONA MK II SEDAN
2004,TOYOTA,CORONA MK II HARDTO,CORONA MK II HARDTO
2004,TOYOTA,CORONA MK II,CORONA MK II
2004,TOYOTA,CRESSIDA SEDAN,CRESSIDA SEDAN
2004,TOYOTA,CROWN,CROWN
2004,TOYOTA,CROWN,CROWN
2004,TOYOTA,MK II,MK II
2004,TOYOTA,MX MARK II,MX MARK II
2004,TOYOTA,LAND CRUISER HARDTO,LAND CRUISER HARDTO
2004,TOYOTA,LAND CRUISER,LAND CRUISER
2004,TOYOTA,LAND CRUISER,LAND CRUISER
2004,TOYOTA,HI-LUX,HI-LUX
2004,TOYOTA,SHORT BED 2WD,SHORT BED 2RM
2004,TOYOTA,CELICA SUPRA,CELICA SUPRA
2004,TOYOTA,SHORT BED 4WD,SHORT BED 4RM
2004,TOYOTA,COROLLA SEDAN,COROLLA SEDAN
2004,TOYOTA,COROLLA LIFTBACK,COROLLA LIFTBACK
2004,TOYOTA,COROLLA COUPE,COROLLA COUPE
2004,TOYOTA,TERCEL LIFTBACK,TERCEL LIFTBACK
2004,TOYOTA,TERCEL SEDAN,TERCEL SEDAN
2004,TOYOTA,CORONA LIFTBACK,CORONA LIFTBACK
2004,TOYOTA,LONG BED,LONG BED
2004,TOYOTA,STARLET,STARLET
2004,TOYOTA,COROLLA HARDTOP,COROLLA HARDTOP
2004,TOYOTA,COROLLA SR5 HARDTOP,COROLLA SR5 HARDTOP
2004,TOYOTA,SUPRA,SUPRA
2004,TOYOTA,SR5,SR5
2004,TOYOTA,CRESSIDA,CRESSIDA
2004,TOYOTA,COROLLA SR5 COUPE,COROLLA SR5 COUPE
2004,TOYOTA,COROLLA SR5 LIFTBAC,COROLLA SR5 LIFTBAC
2004,TOYOTA,LONG BED 4WD,LONG BED 4RM
2004,TOYOTA,COROLLA CE/LE/S/STD,COROLLA CE/LE/S/STD
2004,TOYOTA,TERCEL,TERCEL
2004,TOYOTA,TERCEL SR,TERCEL SR
2004,TOYOTA,CELICA IRS COUPE,CELICA IRS COUPE
2004,TOYOTA,TERCEL SR5,TERCEL SR5
2004,TOYOTA,CAMRY 4CYL/SE/LE,CAMRY 4CYL/SE/LE
2004,TOYOTA,CELICA (GT) LIFTBAC,CELICA (GT) LIFTBAC
2004,TOYOTA,MK II,MK II
2004,TOYOTA,TERCEL LIFTBACK,TERCEL LIFTBACK
2004,TOYOTA,TERCEL (LE) SEDAN,TERCEL (LE) SEDAN
2004,TOYOTA,CELICA IRS LIFTBACK,CELICA IRS LIFTBACK
2004,TOYOTA,CELICA GTS,CELICA GTS
2004,TOYOTA,COROLLA LIFTBACK,COROLLA LIFTBACK
2004,TOYOTA,COROLLA LE/DX/S,COROLLA LE/DX/S
2004,TOYOTA,COROLLA LE LIFTBACK,COROLLA LE LIFTBACK
2004,TOYOTA,XTRA CAB SHORT BED,XTRA CAB SHORT BED
2004,TOYOTA,CARGO PANEL 2WD,CARGO PANEL 2RM
2004,TOYOTA,4RUNNER SR5 4WD,4RUNNER SR5 4RM
2004,TOYOTA,MR2,MR2
2004,TOYOTA,COROLLA GTS COUPE,COROLLA GTS COUPE
2004,TOYOTA,COROLLA GTS LIFTBAC,COROLLA GTS LIFTBAC
2004,TOYOTA,CAMRY LIFTBACK,CAMRY LIFTBACK
2004,TOYOTA,LE PASSENGER 2WD,LE PASSENGER 2RM
2004,TOYOTA,TERCEL 4WD,TERCEL 4RM
2004,TOYOTA,XTRA CAB LONG 4X2,XTRA CAB LONG 4X2
2004,TOYOTA,XTRA CAB SHORT BED,XTRA CAB SHORT BED
2004,KIA,RIO S/RIO RS/RIO EX,RIO S/RIO RS/RIO EX
2004,SAAB,EM2,EM2
2004,SAAB,"EM3, EA3","EM3, EA3"
2004,SAAB,EM4,EM4
2004,SAAB,"EM5, EA5","EM5, EA5"
2004,SAAB,EMS,EMS
2004,SAAB,GL,GL
2004,SAAB,GLE,GLE
2004,SAAB,900T TUBRO,900T TUBRO
2004,SAAB,GLI,GLI
2004,SAAB,OTHER MODELS,OTHER MODELS
2004,SAAB,900,900
2004,SAAB,900,900
2004,SAAB,900 S,900 S
2004,SAAB,900 T TURBO COUPE,900 T TURBO COUPE
2004,SAAB,900 S(SE) 2/3 DRS,900 S(SE) 2/3 PS
2004,SAAB,GL,GL
2004,SAAB,9000 S 4/5DRS,9000 S 4/5PS
2004,SAAB,900 TURBO 16,900 TURBO 16
2004,HYUNDAI,EXCEL L,EXCEL L
2004,HYUNDAI,EXCEL CX,EXCEL CX
2004,HYUNDAI,EXCEL CX,EXCEL CX
2004,HYUNDAI,EXCEL CX,EXCEL CX
2004,HYUNDAI,EXCEL CXL,EXCEL CXL
2004,HYUNDAI,EXCEL CXL,EXCEL CXL
2004,HYUNDAI,SONATA GLS/GL(X)/VE,SONATA GLS/GL(X)/VE
2004,HYUNDAI,SCOUPE,SCOUPE
2004,HYUNDAI,SCOUPE LS (SE),SCOUPE LS (SE)
2004,HYUNDAI,ELANTRA SE/GL/GLS,ELANTRA SE/GL/GLS
2004,HYUNDAI,"EXCEL CXL,SE","EXCEL CXL,SE"
2004,HYUNDAI,SCOUPE LS TURBO,SCOUPE LS TURBO
2004,HYUNDAI,ACCENTGS-I/G-L/SP/3D,ACCENTGS-I/G-L/SP/3P
2004,HYUNDAI,ACCENT G/GL/4DR,ACCENT G/GL/4P
2004,HYUNDAI,ELANTRA GL/SE WAGON,ELANTRA GL/SE WAGON
2004,HYUNDAI,ACCENT GT,ACCENT GT
2004,HYUNDAI,TIBURON (FX),TIBURON (FX)
2004,DAEWOO,LANOS S,LANOS S
